0	290	100
1	237	105
2	210	109
3	351	106
4	317	104
5	202	105
6	352	102
7	225	104
8	267	102
9	305	98
10	319	102
11	303	103
12	307	101
13	282	102
14	208	101
15	266	101
16	359	101
17	246	103
18	0	0
19	56	34
20	23	18
21	18	13
22	131	76
23	0	0
24	107	68
25	0	0
26	0	0
27	145	54
28	15	15
29	46	39
30	1	1
31	7	5
32	20	9
33	0	0
34	22	19
35	0	0
36	0	0
37	4	4
38	60	33
39	96	53
40	0	0
41	29	21
42	22	20
43	0	0
44	44	41
45	11	10
46	90	41
47	0	0
48	10	10
49	39	38
50	0	0
51	32	28
52	14	11
53	11	9
54	31	28
55	0	0
56	7	4
57	1	1
58	11	8
59	0	0
60	25	22
61	0	0
62	11	8
63	0	0
64	13	12
65	0	0
66	200	69
67	0	0
68	0	0
69	1	1
70	26	23
71	3	3
72	0	0
73	1	1
74	0	0
75	2	1
76	0	0
77	0	0
78	10	9
79	3	2
80	0	0
81	0	0
82	0	0
83	14	12
84	0	0
85	91	52
86	138	65
87	0	0
88	14	12
89	9	8
90	0	0
91	2	1
92	2	1
93	12	11
94	0	0
95	3	2
96	2	2
97	18	18
98	12	12
99	0	0
100	2	1
101	0	0
102	1	1
103	0	0
104	91	53
105	0	0
106	30	27
107	0	0
108	0	0
109	0	0
110	0	0
111	0	0
112	1	1
113	1	1
114	10	8
115	13	13
116	0	0
117	15	13
118	13	5
119	125	75
120	0	0
121	0	0
122	63	40
123	7	6
124	39	25
125	18	16
126	0	0
127	24	23
128	0	0
129	0	0
130	2	1
131	16	13
132	0	0
133	15	13
134	14	11
135	132	61
136	2	2
137	109	65
138	39	25
139	97	75
140	1	1
141	2	2
142	0	0
143	8	8
144	0	0
145	0	0
146	118	69
147	0	0
148	60	44
149	2	2
150	9	7
151	51	35
152	2	2
153	1	1
154	27	24
155	0	0
156	0	0
157	0	0
158	0	0
159	10	10
160	2	2
161	0	0
162	2	2
163	67	43
164	0	0
165	0	0
166	1	1
167	61	36
168	11	10
169	3	2
170	113	74
171	0	0
172	35	23
173	0	0
174	0	0
175	0	0
176	21	18
177	6	5
178	0	0
179	7	7
180	11	10
181	1	1
182	0	0
183	0	0
184	104	71
185	24	24
186	2	2
187	0	0
188	9	8
189	3	3
190	118	76
191	0	0
192	89	43
193	0	0
194	38	37
195	16	14
196	0	0
197	0	0
198	4	4
199	0	0
200	0	0
