0	676
1	449
2	277
3	246
4	195
5	145
6	95
7	100
8	117
9	101
10	104
11	115
12	80
13	88
14	72
15	90
16	84
17	133
18	104
19	110
20	88
21	108
22	77
23	82
24	106
25	67
26	48
27	48
28	80
29	72
30	51
31	89
32	75
33	57
34	50
35	67
36	66
37	44
38	72
39	62
40	62
41	41
42	48
43	57
44	39
45	27
46	19
47	33
48	25
49	48
50	26
51	35
52	20
53	29
54	33
55	36
56	33
57	35
58	40
59	20
60	35
61	29
62	24
63	39
64	34
65	31
66	29
67	21
68	30
69	17
70	26
71	30
72	30
73	20
74	22
75	17
76	23
77	18
78	21
79	16
80	21
81	21
82	16
83	24
84	15
85	19
86	17
87	16
88	20
89	20
90	11
91	19
92	18
93	17
94	24
95	17
96	11
97	20
98	8
99	12
100	10
101	12
102	7
103	4
104	7
105	7
106	5
107	2
108	6
109	12
110	9
111	6
112	5
113	3
114	4
115	1
116	7
117	4
118	2
119	4
120	4
121	4
122	2
123	4
124	5
125	1
126	3
127	2
128	1
129	0
130	5
131	1
132	1
133	2
134	0
135	1
136	1
137	1
138	2
139	0
140	1
141	1
142	2
143	1
144	3
145	1
146	1
147	0
148	1
149	0
150	2
151	1
152	1
153	0
154	1
155	6
156	1
157	3
158	0
159	2
160	0
161	1
162	0
163	0
164	0
165	0
166	1
167	1
168	0
169	2
170	0
171	1
172	3
173	1
174	1
175	0
176	1
177	0
178	2
179	0
180	1
181	1
182	0
183	0
184	0
185	1
186	0
187	0
188	0
189	0
190	1
191	0
192	1
193	0
194	1
195	0
196	0
197	0
198	0
199	0
200	1
201	0
202	1
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	1
216	0
217	0
218	0
219	0
220	0
221	1
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	1
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	1
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	0
330	1
