216	0	0
217	2	2
218	1	1
219	0	0
220	3	3
221	21	9
222	81	63
223	15	13
224	40	35
225	7	7
226	115	96
227	16	7
228	13	12
229	0	0
230	16	14
231	17	11
232	3	3
233	11	11
234	34	33
235	0	0
236	6	3
237	17	17
238	2	2
239	0	0
240	0	0
241	104	75
242	0	0
243	47	41
244	3	3
245	22	22
246	2	1
247	15	11
248	18	16
249	1	1
250	6	5
251	20	20
252	0	0
253	3	3
254	0	0
255	4	4
256	8	7
257	1	1
258	0	0
259	17	17
260	123	65
261	65	52
262	0	0
263	0	0
264	143	92
265	7	7
266	9	9
267	0	0
268	0	0
269	0	0
270	2	2
271	31	18
272	1	1
273	8	8
274	35	27
275	0	0
276	0	0
277	17	17
278	0	0
279	40	38
280	0	0
281	4	4
282	0	0
283	29	23
284	52	43
285	10	7
286	0	0
287	55	52
288	0	0
289	0	0
290	9	8
291	49	46
292	130	77
293	14	14
294	2	2
295	0	0
296	16	7
297	32	27
298	27	18
299	0	0
300	6	5
301	0	0
302	0	0
303	92	73
304	0	0
305	8	8
306	0	0
307	1	1
308	0	0
309	10	3
310	2	2
311	0	0
312	0	0
313	0	0
314	0	0
315	43	26
316	0	0
317	0	0
318	36	27
319	2	1
320	63	53
321	27	21
322	1	1
323	2	1
324	62	56
325	6	6
326	0	0
327	1	1
328	47	31
329	20	18
330	80	65
331	31	26
332	0	0
333	2	2
334	42	36
335	8	5
336	0	0
337	18	13
338	0	0
339	2	1
340	3	3
341	4	2
342	22	12
343	30	17
344	12	9
345	11	11
346	0	0
347	15	7
348	0	0
349	38	31
350	0	0
351	0	0
352	0	0
353	2	2
354	10	5
355	4	3
356	15	5
357	0	0
358	29	22
359	67	59
360	2	2
361	0	0
362	59	52
363	26	22
364	0	0
365	6	5
366	8	6
367	0	0
368	0	0
369	0	0
370	0	0
371	1	1
372	16	15
373	5	5
374	0	0
375	22	16
376	0	0
377	0	0
378	0	0
379	0	0
380	88	77
381	0	0
382	14	13
383	8	8
384	16	12
385	6	6
386	0	0
387	120	72
388	11	8
389	25	15
390	0	0
391	11	10
392	63	52
393	96	75
394	8	4
395	0	0
396	4	3
397	4	4
398	36	17
399	0	0
400	178	123
401	0	0
402	0	0
403	16	16
404	40	30
405	7	6
406	123	87
407	17	13
408	1	1
409	17	17
410	1	1
411	49	35
412	35	24
413	0	0
414	9	7
415	37	17
416	0	0
417	8	8
418	1	1
419	57	41
420	22	19
421	31	26
422	0	0
423	0	0
424	0	0
425	16	3
426	19	17
427	49	48
428	2	2
429	11	11
430	0	0
431	0	0
432	15	13
433	103	55
434	0	0
435	79	64
436	0	0
437	0	0
438	70	56
439	5	4
440	0	0
441	0	0
442	15	14
443	10	10
444	11	10
445	0	0
446	2	2
447	0	0
448	0	0
449	37	33
450	55	46
451	0	0
452	0	0
453	260	104
454	13	13
455	0	0
456	3	2
457	9	5
458	16	15
459	13	13
460	3	3
461	18	17
462	1	1
463	0	0
464	1	1
465	45	34
466	82	59
467	7	6
468	0	0
469	33	28
470	2	2
471	56	23
472	7	7
473	58	39
474	0	0
475	79	65
476	0	0
477	49	48
478	12	10
479	0	0
480	97	54
481	3	3
482	1	1
483	24	24
484	0	0
485	17	7
486	20	10
487	0	0
488	0	0
489	35	35
490	18	18
491	72	64
492	0	0
493	0	0
494	10	6
495	8	8
496	39	31
497	10	9
498	0	0
499	0	0
500	0	0
501	30	24
502	0	0
503	0	0
504	59	56
505	22	17
506	1	1
507	97	65
508	47	41
509	107	81
510	20	18
511	0	0
512	81	56
513	16	15
514	8	8
515	0	0
516	6	1
517	0	0
518	2	1
519	313	113
520	0	0
521	12	9
522	50	49
523	3	2
524	3	3
525	0	0
526	96	80
527	37	28
528	11	2
529	111	60
530	86	63
531	0	0
532	4	4
533	105	97
534	0	0
535	52	44
536	4	2
537	14	12
538	0	0
539	0	0
540	0	0
541	0	0
542	79	66
543	9	9
544	0	0
545	38	26
546	0	0
547	0	0
548	313	133
549	68	51
550	44	42
551	17	15
552	2	2
553	118	82
554	0	0
555	8	8
556	41	25
557	99	77
558	10	8
559	154	63
560	31	12
561	54	42
562	0	0
563	14	14
564	2	1
565	0	0
566	2	1
567	10	5
568	6	5
569	0	0
570	0	0
571	179	120
572	0	0
573	0	0
574	72	55
575	0	0
576	0	0
577	20	20
578	0	0
579	34	31
580	1	1
581	0	0
582	12	10
583	10	10
584	0	0
585	14	14
586	21	13
587	0	0
588	49	40
589	111	100
590	0	0
591	0	0
592	19	13
593	0	0
594	7	3
595	0	0
596	1	1
597	0	0
598	15	12
599	0	0
600	20	15
601	31	30
602	0	0
603	0	0
604	0	0
605	0	0
606	1	1
607	0	0
608	0	0
609	11	10
610	36	34
611	0	0
612	0	0
613	20	8
614	12	4
615	11	6
616	12	8
617	0	0
618	0	0
619	3	3
620	73	49
621	0	0
622	25	12
623	0	0
624	0	0
625	13	13
626	0	0
627	0	0
628	0	0
629	23	21
630	7	6
631	87	61
632	26	20
633	7	3
634	68	59
635	1	1
636	0	0
637	28	28
638	7	7
639	67	50
640	0	0
641	3	2
642	66	47
643	4	3
644	0	0
645	0	0
646	0	0
647	21	21
648	0	0
649	171	77
650	91	61
651	55	47
652	0	0
653	2	1
654	1	1
655	25	24
656	151	91
657	0	0
658	12	11
659	37	24
660	2	2
661	2	1
662	0	0
663	0	0
664	166	75
665	0	0
666	0	0
667	0	0
668	0	0
669	0	0
670	0	0
671	36	20
672	0	0
673	0	0
674	0	0
675	94	74
676	0	0
677	4	4
678	4	4
679	2	2
680	5	5
681	0	0
682	0	0
683	3	3
684	0	0
685	0	0
686	61	37
687	0	0
688	0	0
689	0	0
690	98	76
691	0	0
692	14	14
693	0	0
694	26	25
695	6	4
696	97	63
697	0	0
698	16	2
699	0	0
700	0	0
701	5	2
702	40	28
703	44	41
704	32	26
705	2	2
706	112	86
707	6	5
708	3	3
709	17	14
710	23	18
711	26	24
712	0	0
713	21	21
714	55	52
715	5	5
716	155	113
717	0	0
718	9	4
719	68	54
720	21	21
721	0	0
722	15	15
723	6	6
724	57	51
725	0	0
726	2	1
727	15	13
728	12	3
729	0	0
730	0	0
731	4	3
732	16	16
733	0	0
734	68	42
735	0	0
736	13	6
737	3	2
738	0	0
739	24	18
740	11	5
741	0	0
742	22	21
743	7	7
744	0	0
745	0	0
746	2	1
747	7	4
748	0	0
749	2	1
750	31	24
751	11	7
752	0	0
753	0	0
754	85	84
755	34	32
756	0	0
757	0	0
758	14	9
759	14	4
760	0	0
761	99	58
762	75	75
763	15	14
764	42	29
765	28	12
766	29	20
767	0	0
768	12	12
769	1	1
770	32	19
771	1	1
772	23	21
773	2	1
774	1	1
775	0	0
776	35	24
777	0	0
778	40	34
779	0	0
780	0	0
781	51	45
782	0	0
783	0	0
784	0	0
785	0	0
786	139	75
787	12	12
788	0	0
789	233	95
790	0	0
791	0	0
792	0	0
793	57	47
794	2	2
795	0	0
796	0	0
797	3	2
798	36	32
799	52	30
800	18	11
801	0	0
802	93	65
803	0	0
804	20	19
805	0	0
806	26	24
807	74	59
808	33	27
809	21	12
810	0	0
811	10	10
812	0	0
813	58	56
814	12	6
815	0	0
816	42	13
817	0	0
818	0	0
819	63	48
820	7	7
821	29	29
822	126	83
823	0	0
824	96	77
825	1	1
826	25	25
827	36	29
828	14	11
829	0	0
830	28	20
831	7	7
832	7	6
833	127	69
834	26	24
835	0	0
836	1	1
837	89	63
838	10	8
839	26	23
840	6	6
841	2	2
842	22	16
843	11	11
844	42	35
845	1	1
846	1	1
847	107	73
848	0	0
849	11	10
850	16	15
851	1	1
852	2	2
853	2	2
854	2	2
855	0	0
856	47	40
857	0	0
858	8	8
859	82	58
860	18	18
861	15	15
862	1	1
863	32	32
864	0	0
865	1	1
866	0	0
867	0	0
868	16	16
869	0	0
870	25	23
871	27	22
872	0	0
873	0	0
874	108	83
875	81	35
876	4	4
877	1	1
878	45	30
879	0	0
880	0	0
881	59	34
882	0	0
883	0	0
884	4	3
885	0	0
886	2	1
887	4	1
888	11	10
889	9	8
890	15	9
891	5	5
892	0	0
893	35	10
894	51	33
895	3	3
896	0	0
897	27	27
898	0	0
899	66	43
900	0	0
901	0	0
902	28	16
903	10	10
904	42	37
905	0	0
906	27	18
907	50	44
908	37	36
909	27	27
910	40	20
911	0	0
912	62	47
913	75	58
914	0	0
915	0	0
916	13	11
917	8	8
918	15	10
919	1	1
920	0	0
921	0	0
922	2	1
923	0	0
924	5	3
925	2	2
926	0	0
927	0	0
928	42	35
929	0	0
930	0	0
931	98	70
932	80	62
933	0	0
934	28	28
935	0	0
936	0	0
937	0	0
938	1	1
939	8	4
940	7	6
941	0	0
942	31	27
943	45	44
944	0	0
945	77	56
946	0	0
947	83	48
948	0	0
949	0	0
950	0	0
951	14	12
952	0	0
953	37	15
954	0	0
955	53	50
956	165	79
957	96	56
958	4	4
959	0	0
960	0	0
961	17	14
962	39	34
963	0	0
964	0	0
965	0	0
966	0	0
967	23	20
968	0	0
969	26	26
970	38	35
971	0	0
972	29	26
973	31	29
974	0	0
975	3	3
976	13	12
977	5	5
978	28	27
979	71	67
980	76	74
981	16	13
982	0	0
983	18	16
984	0	0
985	9	7
986	4	2
987	51	47
988	30	23
989	1	1
990	12	1
991	113	84
992	31	26
993	0	0
994	0	0
995	0	0
996	40	29
997	11	1
998	33	15
999	306	135
1000	0	0
1001	2	2
1002	9	9
1003	3	1
1004	31	22
1005	18	12
1006	10	9
1007	0	0
1008	0	0
1009	9	9
1010	0	0
1011	0	0
1012	4	4
1013	21	17
1014	0	0
1015	0	0
1016	5	5
1017	0	0
1018	150	111
1019	127	106
1020	136	108
1021	167	126
1022	141	110
1023	153	117
1024	123	95
1025	143	112
1026	101	89
1027	155	122
